,id,std__WeightedFFTData,std__FFTDataAboveIndex_idx1,mean__WeightedFFTData,mean__FFTDataAboveIndex_idx1,kurtosis__WeightedFFTData,kurtosis__FFTDataAboveIndex_idx1,maxrange__WeightedFFTData,maxrange__FFTDataAboveIndex_idx1,median__WeightedFFTData,median__FFTDataAboveIndex_idx1,UpperTailFraction_sort_False_cutoff_0.20__WeightedFFTData,UpperTailFraction_sort_False_cutoff_0.20__FFTDataAboveIndex_idx1,UpperTailFraction_sort_False_cutoff_0.10__WeightedFFTData,UpperTailFraction_sort_False_cutoff_0.10__FFTDataAboveIndex_idx1,UpperTailFraction_sort_False_cutoff_0.05__WeightedFFTData,UpperTailFraction_sort_False_cutoff_0.05__FFTDataAboveIndex_idx1,UpperTailFraction_sort_False_cutoff_0.01__WeightedFFTData,UpperTailFraction_sort_False_cutoff_0.01__FFTDataAboveIndex_idx1,LowerTailFraction_sort_False_cutoff_0.01__WeightedFFTData,LowerTailFraction_sort_False_cutoff_0.01__FFTDataAboveIndex_idx1,LowerTailFraction_sort_False_cutoff_0.05__WeightedFFTData,LowerTailFraction_sort_False_cutoff_0.05__FFTDataAboveIndex_idx1,LowerTailFraction_sort_False_cutoff_0.10__WeightedFFTData,LowerTailFraction_sort_False_cutoff_0.10__FFTDataAboveIndex_idx1,LowerTailFraction_sort_False_cutoff_0.20__WeightedFFTData,LowerTailFraction_sort_False_cutoff_0.20__FFTDataAboveIndex_idx1,label,maxrange__RegressionResidualData,maxrange__RANSACResidualData,maxrange__RANSACResidualDataSquared,maxrange__TheilSenRegressorData,std__RegressionResidualData,std__RANSACResidualData,std__RANSACResidualDataSquared,std__TheilSenRegressorData,mean__RegressionResidualData,mean__RANSACResidualData,mean__RANSACResidualDataSquared,mean__TheilSenRegressorData,median__RegressionResidualData,median__RANSACResidualData,median__RANSACResidualDataSquared,median__TheilSenRegressorData,skew__RegressionResidualData,skew__RANSACResidualData,skew__RANSACResidualDataSquared,skew__TheilSenRegressorData,kurtosis__RegressionResidualData,kurtosis__RANSACResidualData,kurtosis__RANSACResidualDataSquared,kurtosis__TheilSenRegressorData,UpperTailFraction_sort_True_cutoff_0.10__RegressionResidualData,UpperTailFraction_sort_True_cutoff_0.10__RANSACResidualData,UpperTailFraction_sort_True_cutoff_0.10__RANSACResidualDataSquared,UpperTailFraction_sort_True_cutoff_0.10__TheilSenRegressorData,UpperTailFraction_sort_True_cutoff_0.05__RegressionResidualData,UpperTailFraction_sort_True_cutoff_0.05__RANSACResidualData,UpperTailFraction_sort_True_cutoff_0.05__RANSACResidualDataSquared,UpperTailFraction_sort_True_cutoff_0.05__TheilSenRegressorData,UpperTailFraction_sort_True_cutoff_0.01__RegressionResidualData,UpperTailFraction_sort_True_cutoff_0.01__RANSACResidualData,UpperTailFraction_sort_True_cutoff_0.01__RANSACResidualDataSquared,UpperTailFraction_sort_True_cutoff_0.01__TheilSenRegressorData,UpperTailFraction_sort_True_cutoff_0.25__RegressionResidualData,UpperTailFraction_sort_True_cutoff_0.25__RANSACResidualData,UpperTailFraction_sort_True_cutoff_0.25__RANSACResidualDataSquared,UpperTailFraction_sort_True_cutoff_0.25__TheilSenRegressorData,LowerTailFraction_sort_True_cutoff_0.10__RegressionResidualData,LowerTailFraction_sort_True_cutoff_0.10__RANSACResidualData,LowerTailFraction_sort_True_cutoff_0.10__RANSACResidualDataSquared,LowerTailFraction_sort_True_cutoff_0.10__TheilSenRegressorData,LowerTailFraction_sort_True_cutoff_0.25__RegressionResidualData,LowerTailFraction_sort_True_cutoff_0.25__RANSACResidualData,LowerTailFraction_sort_True_cutoff_0.25__RANSACResidualDataSquared,LowerTailFraction_sort_True_cutoff_0.25__TheilSenRegressorData,LowerTailFraction_sort_True_cutoff_0.05__RegressionResidualData,LowerTailFraction_sort_True_cutoff_0.05__RANSACResidualData,LowerTailFraction_sort_True_cutoff_0.05__RANSACResidualDataSquared,LowerTailFraction_sort_True_cutoff_0.05__TheilSenRegressorData,LowerTailFraction_sort_True_cutoff_0.01__RegressionResidualData,LowerTailFraction_sort_True_cutoff_0.01__RANSACResidualData,LowerTailFraction_sort_True_cutoff_0.01__RANSACResidualDataSquared,LowerTailFraction_sort_True_cutoff_0.01__TheilSenRegressorData
0,id-00000,69.39930514680319,2.309903056749412,100.04350035733204,4.69535744111383,-0.5529224071911045,2.057581413165808,278.52930687317576,12.091636868372191,96.37935297742932,4.889595405808093,0.3234450532230361,0.17312964252137,0.1634462912128377,0.08350207474369177,0.07445714048231276,0.03671545316744233,0.03205842591393946,0.015524218165592393,0.0017852309566688933,0.038037733248495145,0.008176133822614538,0.09303465392878439,0.01510596317512581,0.1267221384855958,0.0438546651970583,0.2147209866366746,1,109.71936906671691,110.29223291060858,3265.3814512051636,200.74552194098692,23.85109071091408,23.85391442198073,777.02028980948,37.8709698915312,-9.369794317715607e-16,4.206593357720331,586.704660928397,-51.694167296840504,-0.9880899967054972,2.9186249203382886,244.0302603618461,-52.76386320051135,0.042168884641519674,0.040964679448959276,1.6489965048926798,0.07265884527526201,-0.28836411904822956,-0.2885173298258499,1.8738745613834578,-0.25964864006508526,0.24968275859556296,0.2707725103964846,0.4545477683274522,0.027134619994037323,0.14052362799421458,0.14968056035688285,0.2577206570280137,0.023547239712061196,0.03116993837985391,0.03315598912550148,0.061162713571400594,0.008429812670454529,0.41710500230110614,0.467364321297891,0.7495299979111184,0.06462022851714645,0.24064217624021653,0.21271863505612984,0.00037489802224991754,0.22494124426025006,0.4119810270711789,0.3495500365942786,0.004016454844272668,0.4499336351453376,0.13923531802877778,0.1253076755475228,8.227278111570132e-05,0.12413530046331864,0.033364994603129215,0.030837100668518223,1.9370508515442625e-06,0.031927577449183286
1,id-00001,5.995183089278374,0.20205736375477043,7.773383032796173,0.36921622108586405,1.9758358309645336,-0.23009289136090771,27.70278119249423,0.84012271791852,7.085157179707764,0.31760979757890406,0.2988953376746558,0.15880715917056223,0.14564938575909575,0.07328681579004752,0.08027186160620677,0.03923035930826029,0.03671772314508935,0.017569215161900784,0.0015812813281098925,0.03329188899083678,0.006052938610347152,0.07421296508478499,0.017040144334967984,0.1272364042819865,0.06187457341713149,0.24935471505799758,1,12.133588150979456,12.133588150979456,117.58217749216816,12.202240597214788,1.973354724428464,1.973354724428464,13.94929925788934,1.9917091896736705,-4.8801012071435456e-18,5.3681113278579e-17,3.8941288684241386,0.8277462166000809,-0.8076126771778946,-0.8076126771778945,0.8977102261433052,-0.07987393447695457,3.0220681581707383,3.0220681581707383,6.5658593596995205,3.0660675708011063,10.831698413873264,10.831698413873264,47.387668639199866,11.247822023175248,0.3817396994991653,0.3817396994991653,0.7910615173133437,0.5846480243250745,0.2785803005008347,0.2785803005008347,0.6985650661656817,0.4073264146227076,0.09093395659432388,0.09093395659432388,0.33181282547242924,0.12965499964429156,0.49615572621035053,0.4961557262103506,0.8545283092802622,0.8612900866290715,0.10401041736227047,0.10401041736227047,0.006323029044309951,0.025666990863802308,0.22311078464106848,0.22311078464106848,0.02570198987483714,0.0530068670900905,0.05321883138564274,0.05321883138564274,0.00040829661528916537,0.013389853453130833,0.010818030050083473,0.010818030050083473,2.583892991328028e-06,0.002752151760123457
2,id-00002,2.451701125037914,0.05716242139197014,3.1398528790649682,0.13829913463765103,0.14265595682016308,-0.5779816021911168,9.877449909059395,0.22446706848349696,2.4291856498166817,0.13109781986007546,0.38703919291331323,0.22168585024940118,0.2168681941627892,0.1180598291068649,0.11446026232674386,0.06093629726640335,0.019742176760213344,0.010186669034148178,0.0008505149614692448,0.019309534057850967,0.007509151377134756,0.07820552546963982,0.016204961510079184,0.12220450267313943,0.04618414363997118,0.21054018845083156,1,2.1055900621118013,2.1055900621118013,2.9754844453413183,2.035423819145549,0.7054553589405884,0.7054553589405884,0.9649257111341452,0.70578852872768,-4.0260834958934247e-17,1.9520404828574182e-17,0.4976672634579945,0.2889358326689667,-0.2940277114190158,-0.29402771141901574,0.10167962783596678,-0.014172216075093494,1.912882266538865,1.912882266538865,2.0332275121360723,1.917375014923989,1.759322722158684,1.759322722158684,2.1684201347002663,1.7626795980206236,0.36454402805603003,0.36454402805603014,0.6386342604103799,0.6817075207243875,0.1840828734487858,0.18408287344878585,0.32567897930880346,0.3418275005225512,0.03737048463022823,0.03737048463022825,0.06710170954436921,0.06866335003591371,0.5440342014806437,0.5440342014806439,0.8627537211505252,0.9521802126866142,0.07637361061606092,0.07637361061606093,0.014716218484861614,0.012043798380036892,0.17099101535133537,0.1709910153513354,0.036421701794608484,0.02519049141951614,0.03857294444922424,0.038572944449224246,0.007152859682828872,0.006229534959506446,0.007767849461043988,0.00776784946104399,0.001399917065011453,0.0012745464083823925
3,id-00003,1.4558746208570772,0.059206710370710854,2.237895956179999,0.11477933628472453,0.35853287046918014,0.12306242429395686,6.591752036898877,0.25564506621610955,1.8194553610444935,0.10721626788692781,0.37340481861425256,0.18066853575359207,0.227505023018577,0.10505940524929341,0.16049206182082684,0.07260953419077898,0.06831916676640919,0.03027373931442684,0.0014939600170357117,0.02912830121726161,0.006374622524720835,0.07223798292811634,0.023579966339449865,0.14746126707604473,0.07314581514733187,0.2808176352774719,1,2.118967988533206,2.118967988533206,3.341964854979251,2.0169914899917543,0.6065158484385241,0.6065158484385241,0.919707874247181,0.6080754827402489,3.080563887009363e-17,-8.845183437947675e-18,0.3678614744071027,0.20969358473994462,-0.20974677496416624,-0.20974677496416627,0.050856391370319796,-0.00919234609334072,2.4625924662484917,2.4625924662484917,2.6491418250998704,2.4931700816120723,4.250736552067088,4.250736552067088,5.109126013839736,4.3689015314098025,0.47660182288124064,0.47660182288124064,0.8612157492864078,0.9133799787948469,0.25457760848864097,0.25457760848864097,0.47775001317476773,0.48181337323318507,0.05223779077676507,0.05223779077676507,0.10055375485243334,0.09645338784591206,0.5559515712148007,0.5559515712148007,0.9087842572600607,0.9615886534967718,0.07910488368929397,0.07910488368929398,0.007861722111799061,0.00921341312534868,0.1749829955108149,0.1749829955108149,0.020704508836477623,0.01927291397505784,0.04006257652020133,0.04006257652020133,0.0037362263668398684,0.004757895228132773,0.008094136852128961,0.008094136852128963,0.00072028200658422,0.0009731774264063307
4,id-00004,4.295086360071446,0.11858991896797348,5.178091136288261,0.22950530827474608,-0.14637156375395932,-0.43441163346166567,16.021180339930872,0.4633801146339065,3.807480936937173,0.23589941088155644,0.41171925825019734,0.23492142368843008,0.19701221327217294,0.10606240667615398,0.10699718698509758,0.05589168966843581,0.03010896996682795,0.015439035898559047,0.0012242415829486974,0.02762129789936412,0.0075136505034452935,0.07792286101217083,0.014607995074189684,0.1156479875357148,0.05122263691926138,0.23200292401031644,1,5.287959866220736,5.138167748377434,23.48822528304195,5.313122459329475,1.211616310956313,1.2132249647890971,3.7012565390522125,1.2116617339270173,-6.100126508929432e-17,0.9156279317287802,2.310289324549429,0.8811690975119263,-0.03218665392578446,0.8430211825119464,0.7106847141638404,0.8557723496631033,0.7262097807739167,0.7366961402070197,3.002350276860623,0.7236583881912492,-0.12077773664209479,-0.17913561268202205,11.863791288452497,-0.11139096547157834,0.23318630235461907,0.31888198205865653,0.5056328272839921,0.3139412161524056,0.14027788458904325,0.18082620391796236,0.32455365528836433,0.18016099902081906,0.041210206660820196,0.04850696669180674,0.11176640711632885,0.048834050170275825,0.3733062529643565,0.5683587954673637,0.7362996118448591,0.5654567208871353,0.13139744011628693,0.02703280896021605,0.0006184991344890173,0.0402146807926854,0.2876355682504183,0.05542039864775293,0.002417022456224844,0.07713987089212455,0.06702490339952479,0.014130900045087987,0.00024674380504244444,0.02150405598461252,0.013584962704806707,0.00290957583569345,4.3445405438906875e-05,0.0044903654553305515
5,id-00005,1.745430099259702,0.05429376496833589,2.4480595943258803,0.11283778152657714,0.5960850319791442,0.7242363476911367,7.562510609421243,0.27050686060110324,2.057908244672673,0.10559845403587037,0.3475050635341137,0.18661031245716236,0.21586511474705472,0.11057504735492825,0.1629535246249341,0.0821962230363978,0.053018289653155845,0.02614210073487146,0.0006815676046262359,0.014786874494638766,0.008146987227543973,0.08226762455248698,0.013386286082134234,0.10545466695824195,0.042917020941965284,0.18798016156030695,1,3.0009555661729577,3.0009555661729577,7.814802441119773,3.0114286012598024,0.597058214194308,0.597058214194308,1.1230844813529703,0.5971553475248759,1.9520404828574182e-17,4.8801012071435456e-18,0.35647851113689627,0.1800549550157561,-0.19772256728778467,-0.19772256728778467,0.03915721797792468,-0.015776794293372354,2.997263125423826,2.997263125423825,4.374817797596288,2.9878909372178675,7.9256313726689775,7.925631372668974,21.725519079942316,7.864793412724389,0.5000000000000001,0.5000000000000001,0.9023140552841651,0.924511032037308,0.31248266600130625,0.31248266600130625,0.6427525821325271,0.5661448306111039,0.08746027469976769,0.08746027469976769,0.24210116202982232,0.15422516869005481,0.5800052884228273,0.5800052884228273,0.9180884307650456,0.9265007221711572,0.061927232494773686,0.06192723249477373,0.011984520941937605,0.017262214029115954,0.14234306953182543,0.1423430695318255,0.027594131312368854,0.036568536726313425,0.030971568762916617,0.030971568762916638,0.005989840431330483,0.008886363980409219,0.0061955066299127885,0.006195506629912793,0.001197580973750469,0.0018181139106180427
6,id-00006,71.55988403682454,3.1846504741056156,97.11298625620047,5.055052078797586,0.7840329924803187,0.4058569130441678,330.9989899783331,13.381988911234913,83.90116186760179,4.602365109524021,0.33449805306532854,0.15877853610329518,0.2276224316001006,0.10291961878722854,0.17106586877609134,0.07614170461491805,0.07813193198597179,0.03411360069656785,0.0022207658273831065,0.042663299588437516,0.012941668803133615,0.13244181710535402,0.017802352795744242,0.15175974934493405,0.06169751177434938,0.26696856012815606,0,150.66375137837434,199.8949694293322,17136.75992067541,164.8608394924351,28.40426888604699,32.308129398858995,2160.6253489547516,28.749132197991745,1.3430038522059036e-14,5.447463442399373,1073.4900832096944,-2.2876958484174494,-2.6808441412963333,1.1829184290279642,244.49775830565764,-6.560434954568024,0.8565256445273506,0.6253212389905758,4.900973443533541,0.829056573278602,1.0254853733344778,1.7491560106991288,31.41008724011739,1.363142920811085,0.284506027158605,0.31831342242485894,0.5675537176365544,0.27590120109640626,0.17631608933157925,0.19202640180477515,0.38764910667787894,0.1712413327671795,0.05080226729796983,0.06118704961998393,0.17542491328431972,0.052703252090747374,0.4349765871030374,0.5036927224934611,0.8270257372545183,0.39882154865704317,0.19540388832695038,0.227783448042878,0.00012902674339425487,0.22178506799572692,0.37465806437860066,0.33965535835103705,0.002605139598390737,0.4036255686603914,0.10774723572528294,0.13123635603173647,8.829750423124412e-06,0.12351179551084392,0.02465866884782966,0.032245032551338586,8.026849116970501e-07,0.02920953877740723
7,id-00007,576.4438223025359,51.56663913339919,828.0417834769156,52.782651758630216,0.7788407368234456,7.418074556565781,2555.587688765493,274.05972192233264,644.8017759912095,40.98610991660293,0.30364993284551517,0.11993930898890014,0.14935612338642465,0.055889894508903,0.07444462912664976,0.026954862161573313,0.04345207384967909,0.01549240634920269,0.007610691365625688,0.11939472993329962,0.023844894374799273,0.21342867805363622,0.04176751988801922,0.2784814135390663,0.0894940981161897,0.3775214575150629,0,1406.9221532091096,1505.407762164923,860141.9107897403,1768.7314093982627,318.8104795299845,337.92024012101695,200062.68155586085,368.3665218547623,-3.2481953634747435e-14,145.53930399234252,135371.77769002126,379.2568032483502,-18.818378722726493,103.43495828596883,35731.28087338431,389.5634727963218,0.3603020374242999,0.29062646085463517,1.8570031462784005,-0.06621746820964772,-0.4109542276357172,-0.1731065740902631,2.7162258619858335,-0.44204573201491115,0.25210094340088796,0.3069965140780065,0.4926141509000175,0.24406375687344276,0.1414438644272787,0.16959677560823602,0.29763171227975266,0.13361406406395332,0.034740761038607515,0.0368010160945738,0.06982372761439762,0.03259625426659441,0.4237853118954129,0.5494946894331261,0.7982451137399544,0.4743705564288563,0.20658819042291635,0.16150052791870576,0.000569520948147715,0.0642516154383527,0.3751609868113795,0.21912215847847982,0.0045220816197653075,0.09024477083790348,0.11905888534008066,0.1032850602295796,0.00012688078357824117,0.04008433933553816,0.025185786073354553,0.02293382098740395,3.93156744876614e-07,0.01103692040511211
8,id-00008,3.315961030648851,0.09577413880111929,3.7569258957411504,0.16592419332943478,1.7232897906054037,-0.44970007722812033,15.107813273735589,0.3839458965831435,2.4669772343621688,0.14659301969860955,0.3721485618544713,0.20855400437436122,0.2639791959373632,0.142883459831321,0.1718559934420078,0.09120982834717743,0.03636102844335126,0.018711404863635886,0.0017148281420575817,0.038827865450884326,0.0048704608055308045,0.0660565890114359,0.007606707224553499,0.0810687840275738,0.0488101233322354,0.20281659542784242,1,4.016881669055582,4.016881669055582,12.51633353870625,4.024442980326442,0.9042707703528895,0.9042707703528895,1.727377293595199,0.9042785357064047,2.4400506035717728e-18,1.4640303621430636e-17,0.8177056261146083,0.41875608367315376,-0.43573817486860966,-0.4357381748686096,0.19743649856448212,-0.015270096190732907,1.8732761608169877,1.8732761608169877,4.456216111963307,1.87260065359834,2.4625227302819273,2.4625227302819273,24.33493674272378,2.4612612330121992,0.31020880503144654,0.31020880503144654,0.576895914182691,0.5798368494346834,0.18659119496855342,0.18659119496855342,0.412289670629794,0.338325187613312,0.056286792452830185,0.056286792452830185,0.17063492392993568,0.09687958807923185,0.526898113207547,0.526898113207547,0.8239529443604097,0.9634730092834077,0.07141132075471698,0.07141132075471698,0.024464034458596278,0.009467996570869785,0.16342641509433958,0.16342641509433958,0.05692298292652426,0.019949202625301775,0.03577358490566038,0.03577358490566038,0.012186358547003253,0.004885422828614346,0.007164779874213836,0.0071647798742138355,0.0024299826816873704,0.0009995178313790844
9,id-00009,2061.7561338819737,189.7446087276474,3466.431741351914,222.84515163482195,0.15120797951141274,4.931062225960048,8856.003379907605,946.6854042458496,3078.592187590843,179.8660122088549,0.2919961053724342,0.11467221934408199,0.1191750831401799,0.04345901285971536,0.10429933964507725,0.037737908694776175,0.03320706790020592,0.011739708590761483,0.006370964564865375,0.09910250965148966,0.026068913016917876,0.2281861583130675,0.057542903775575784,0.33692540565495316,0.10833395705760869,0.4387054500853706,0,4795.357381748687,4742.426504636871,6695895.706764125,4902.692127876191,914.0657123254634,915.2399026441773,1259900.6133934138,918.8844865954877,-4.197667854336592e-13,34.337529065228516,838843.1452944286,-81.88551689771305,-11.129829590699956,14.572023417102173,295371.8836348448,-37.94035406298826,0.3359393018775483,0.3321917311908063,2.364738299307959,0.31902713412081923,0.2368412034945333,0.20672704018850752,6.172623065886047,0.28352901028035715,0.27831462727914685,0.28276462297209604,0.49050427769366095,0.26412261936861803,0.16034432703357396,0.16252047853902468,0.3136062162593492,0.15363497496122078,0.04004404021976818,0.0405434903978429,0.08771806777374731,0.03836931672655535,0.41983690321971734,0.43177338463946935,0.7813700514219355,0.3915727621619964,0.23016154187558807,0.2263361243548846,0.00019158509563203997,0.24010205671347246,0.40381974423030026,0.3914692281936583,0.005280185250504387,0.4329301158414523,0.13619651215956224,0.13317077479652703,2.1445692078170806e-05,0.14161591902175588,0.035214369268944626,0.033761184638912915,5.106646933509482e-07,0.0379106707638896
